Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status 
Curve_Square_Blanca,,"",,"","",,,L,,BLANCO,,,CA-UR01L-BL,190.0,shopify,12.0,deny,manual,74900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-curvesquare-blanca-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-curvesquare-blanca-3.jpg,kg,,,active
Curve_Square_Blanca,,"",,"","",,,XL,,BLANCO,,,CA-UR01XL-BL,205.0,shopify,4.0,deny,manual,74900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-curvesquare-blanca-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-curvesquare-blanca-4.jpg,kg,,,active
New_Vintage_Beige,New Vintage Beige,"Camiseta urbana raglan regular fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. cintura con terminación curva alargada en la espalda, corte rústico sin ruedos y manga doblada de tamaño medio.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Regular fit, New Vintage, Unisex Beige, Talla S",true,Talla,S,COLOR,BEIGE,,,CA-UR02S-BE,139.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-1.jpg,kg,,,active
New_Vintage_Beige,,"",,"","",,,M,,BEIGE,,,CA-UR02M-BE,145.0,shopify,8.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-2.jpg,kg,,,active
New_Vintage_Beige,,"",,"","",,,L,,BEIGE,,,CA-UR02L-BE,158.0,shopify,10.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-3.jpg,kg,,,active
New_Vintage_Beige,,"",,"","",,,XL,,BEIGE,,,CA-UR02XL-BE,172.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-beige-4.jpg,kg,,,active
New_Vintage_Negra,New Vintage Negra,"Camiseta urbana raglan regular fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. cintura con terminación curva alargada en la espalda, corte rústico sin ruedos y manga doblada de tamaño medio.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Regular fit, New Vintage, unisex, Negro, Talla S",true,Talla,S,COLOR,NEGRO,,,CA-UR02S-NE,150.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-1.jpg,kg,,,active
New_Vintage_Negra,,"",,"","",,,M,,NEGRO,,,CA-UR02M-NE,157.0,shopify,9.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-2.jpg,kg,,,active
New_Vintage_Negra,,"",,"","",,,L,,NEGRO,,,CA-UR02L-NE,167.0,shopify,7.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-3.jpg,kg,,,active
New_Vintage_Negra,,"",,"","",,,XL,,NEGRO,,,CA-UR02XL-NE,180.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-negra-4.jpg,kg,,,active
New_Vintage_Mostaza,New Vintage Mostaza,"Camiseta urbana raglan regular fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. cintura con terminación curva alargada en la espalda, corte rústico sin ruedos y manga doblada de tamaño medio.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Regular fit, New Vintage, Unisex, Mostaza, Talla S",true,Talla,S,COLOR,MOSTAZA,,,CA-UR02S-MO,138.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-1.jpg,kg,,,active
New_Vintage_Mostaza,,"",,"","",,,M,,MOSTAZA,,,CA-UR02M-MO,152.0,shopify,10.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-2.jpg,kg,,,active
New_Vintage_Mostaza,,"",,"","",,,L,,MOSTAZA,,,CA-UR02L-MO,161.0,shopify,12.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-3.jpg,kg,,,active
New_Vintage_Mostaza,,"",,"","",,,XL,,MOSTAZA,,,CA-UR02XL-MO,163.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-mostaza-4.jpg,kg,,,active
New_Vintage_Gris_Jaspe,New Vintage Gris Jaspe,"Camiseta urbana raglan regular fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. cintura con terminación curva alargada en la espalda, corte rústico sin ruedos y manga doblada de tamaño medio.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Regular fit, New Vintage, Unisex, Gris Jaspe, Talla S",true,Talla,S,COLOR,GRIS JASPE,,,CA-UR02S-GJ,140.0,shopify,2.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-1.jpg,kg,,,active
New_Vintage_Gris_Jaspe,,"",,"","",,,M,,GRIS JASPE,,,CA-UR02M-GJ,147.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-2.jpg,kg,,,active
New_Vintage_Gris_Jaspe,,"",,"","",,,L,,GRIS JASPE,,,CA-UR02L-GJ,160.0,shopify,8.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-3.jpg,kg,,,active
New_Vintage_Gris_Jaspe,,"",,"","",,,XL,,GRIS JASPE,,,CA-UR02XL-GJ,175.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-newvintage-grisjaspe-4.jpg,kg,,,active
Rustic_Azul_Navy,Rustic Azul Navy,"Camiseta urbana oversized x1 (aumenta una talla), 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. corte con ruedo rústico expuesto en la cintura, con manga de tamaño medio y doblez rústico expuesto.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Oversized, Unisex, Rustic, Azul Navy, Talla S",true,Talla,S,COLOR,AZUL NAVY,,,CA-UR03S-AN,171.0,shopify,1.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-1.jpg,kg,,,active
Rustic_Azul_Navy,,"",,"","",,,M,,AZUL NAVY,,,CA-UR03M-AN,174.0,shopify,10.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-2.jpg,kg,,,active
Rustic_Azul_Navy,,"",,"","",,,L,,AZUL NAVY,,,CA-UR03L-AN,197.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-3.jpg,kg,,,active
Rustic_Azul_Navy,,"",,"","",,,XL,,AZUL NAVY,,,CA-UR03XL-AN,207.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulnavy-4.jpg,kg,,,active
Rustic_Azul_Turquesa,Rustic Azul Turquesa,"Camiseta urbana oversized x1 (aumenta una talla), 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. corte con ruedo rústico expuesto en la cintura, con manga de tamaño medio y doblez rústico expuesto.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Oversized, Unisex, Rustic, Azul Turquesa, Talla S",true,Talla,S,COLOR,AZUL TURQUESA,,,CA-UR03S-AT,171.0,shopify,2.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-1.jpg,kg,,,active
Rustic_Azul_Turquesa,,"",,"","",,,M,,AZUL TURQUESA,,,CA-UR03M-AT,179.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-2.jpg,kg,,,active
Rustic_Azul_Turquesa,,"",,"","",,,L,,AZUL TURQUESA,,,CA-UR03L-AT,197.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-3.jpg,kg,,,active
Rustic_Azul_Turquesa,,"",,"","",,,XL,,AZUL TURQUESA,,,CA-UR03XL-AT,207.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-azulturquesa-4.jpg,kg,,,active
Rustic_Blanca,Rustic Blanca,"Camiseta urbana oversized x1 (aumenta una talla), 100% algodón peruano premium de alto gramaje con logo en alta densidad y banderín lateral. corte con ruedo rústico expuesto en la cintura, con manga de tamaño medio y doblez rústico expuesto.",Ribotshop,"Camiseta","Camiseta, Camiseta Urbana, Oversized, Unisex, Rustic, Blanco, Talla S",true,Talla,S,COLOR,BLANCO,,,CA-UR03S-BL,174.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-1.jpg,kg,,,active
Rustic_Blanca,,"",,"","",,,M,,BLANCO,,,CA-UR03M-BL,179.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-2.jpg,kg,,,active
Rustic_Blanca,,"",,"","",,,L,,BLANCO,,,CA-UR03L-BL,197.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-3.jpg,kg,,,active
Rustic_Blanca,,"",,"","",,,XL,,BLANCO,,,CA-UR03XL-BL,207.0,shopify,5.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-rustic-blanca-4.jpg,kg,,,active
Slim_Split_Beige,Slim Split Beige,"Camiseta slim fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad, manga ajustada, cuello asentado y corte curvo en la cintura.",Ribotshop,"Camiseta","Camiseta, Slim fit, Slim Split, Beige, Talla S",true,Talla,S,COLOR,BEIGE,,,CA-SL11S-BE,140.0,shopify,5.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-1.jpg,kg,,,active
Slim_Split_Beige,,"",,"","",,,M,,BEIGE,,,CA-SL11M-BE,145.0,shopify,12.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-2.jpg,kg,,,active
Slim_Split_Beige,,"",,"","",,,L,,BEIGE,,,CA-SL11L-BE,157.0,shopify,13.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-3.jpg,kg,,,active
Slim_Split_Beige,,"",,"","",,,XL,,BEIGE,,,CA-SL11XL-BE,162.0,shopify,5.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-beige-4.jpg,kg,,,active
Slim_Split_Negra,Slim Split Negra,"Camiseta slim fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad, manga ajustada, cuello asentado y corte curvo en la cintura.",Ribotshop,"Camiseta","Camiseta, Slim fit, Slim Split, Negro, Talla S",true,Talla,S,COLOR,NEGRO,,,CA-SL11S-NE,144.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-1.jpg,kg,,,active
Slim_Split_Negra,,"",,"","",,,M,,NEGRO,,,CA-SL11M-NE,149.0,shopify,8.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-2.jpg,kg,,,active
Slim_Split_Negra,,"",,"","",,,L,,NEGRO,,,CA-SL11L-NE,168.0,shopify,6.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-3.jpg,kg,,,active
Slim_Split_Negra,,"",,"","",,,XL,,NEGRO,,,CA-SL11XL-NE,164.0,shopify,0.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-negra-4.jpg,kg,,,active
Slim_Split_Azul_Navy,Slim Split Azul Navy,"Camiseta slim fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad, manga ajustada, cuello asentado y corte curvo en la cintura.",Ribotshop,"Camiseta","Camiseta, Slim fit, Slim Split, Azul Navy, Talla S",true,Talla,S,COLOR,AZUL NAVY,,,CA-SL11S-AN,139.0,shopify,5.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-1.jpg,kg,,,active
Slim_Split_Azul_Navy,,"",,"","",,,M,,AZUL NAVY,,,CA-SL11M-AN,143.0,shopify,9.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-2.jpg,kg,,,active
Slim_Split_Azul_Navy,,"",,"","",,,L,,AZUL NAVY,,,CA-SL11L-AN,161.0,shopify,9.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-3.jpg,kg,,,active
Slim_Split_Azul_Navy,,"",,"","",,,XL,,AZUL NAVY,,,CA-SL11XL-AN,166.0,shopify,5.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-azulnavy-4.jpg,kg,,,active
Slim_Split_Verde_Militar,Slim Split Verde Militar,"Camiseta slim fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad, manga ajustada, cuello asentado y corte curvo en la cintura.",Ribotshop,"Camiseta","Camiseta, Slim fit, Slim Split, Verde Militar, Talla S",true,Talla,S,COLOR,VERDE MILITAR,,,CA-SL11S-VM,141.0,shopify,4.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-1.jpg,kg,,,active
Slim_Split_Verde_Militar,,"",,"","",,,M,,VERDE MILITAR,,,CA-SL11M-VM,146.0,shopify,11.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-2.jpg,kg,,,active
Slim_Split_Verde_Militar,,"",,"","",,,L,,VERDE MILITAR,,,CA-SL11L-VM,157.0,shopify,10.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-3.jpg,kg,,,active
Slim_Split_Verde_Militar,,"",,"","",,,XL,,VERDE MILITAR,,,CA-SL11XL-VM,163.0,shopify,5.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsplit-verdemilitar-4.jpg,kg,,,active
Slim_Square_Mostaza,Slim Square Mostaza,"Camiseta slim fit, 100% algodón peruano premium de alto gramaje con logo en alta densidad, maga ajustada, cuello asentado y corte recto separado en la cintura.",Ribotshop,"Camiseta","Camiseta, Slim fit, Slim Square, Mostaza, Talla S",true,Talla,S,COLOR,MOSTAZA,,,CA-SL12S-MO,140.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-1.jpg,1,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-1.jpg,kg,,,active
Slim_Square_Mostaza,,"",,"","",,,M,,MOSTAZA,,,CA-SL12M-MO,151.0,shopify,9.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-2.jpg,2,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-2.jpg,kg,,,active
Slim_Square_Mostaza,,"",,"","",,,L,,MOSTAZA,,,CA-SL12L-MO,170.0,shopify,12.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-3.jpg,3,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-3.jpg,kg,,,active
Slim_Square_Mostaza,,"",,"","",,,XL,,MOSTAZA,,,CA-SL12XL-MO,180.0,shopify,3.0,deny,manual,69900.0,,true,true,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-4.jpg,4,,false,,"",,,,,,,,,,,,,,https://losdemarketing.com/ribotshop/camiseta-slimsquare-mostaza-4.jpg,kg,,,active
